Date,Frag.ID,Mass.g,Temp.C,Days,TimePoint
3/21/17,2001,6.273,27.256,0,Time0
3/21/17,2018,2.103,25.51,0,Time0
3/21/17,2731,7.968,25.52,0,Time0
3/21/17,2136,12.278,27.216,0,Time0
3/21/17,2142,5.19,25.86,0,Time0
3/21/17,2214,9.563,24.2,0,Time0
3/21/17,2226,3.646,24.03,0,Time0
3/21/17,2284,1.736,26.49,0,Time0
3/21/17,2285,1.313,25.22,0,Time0
3/21/17,2286,4.269,24.314,0,Time0
3/21/17,2328,3.238,25.6,0,Time0
3/21/17,2401,11.316,24.41,0,Time0
3/21/17,2402,3.413,25.32,0,Time0
3/21/17,2424,24.014,23.901,0,Time0
3/21/17,2629,8.043,25.45,0,Time0
3/21/17,2663,15.94,26.309,0,Time0
3/21/17,2683,2.57,26.72,0,Time0
3/21/17,2730,2.205,26.258,0,Time0
3/21/17,2736,4.009,27.048,0,Time0
3/21/17,2849,5.556,25.38,0,Time0
3/21/17,2879,5.695,26.424,0,Time0
3/21/17,2893,4.477,24.76,0,Time0
3/21/17,2911,7.469,26.76,0,Time0
3/21/17,2948,13.766,26.947,0,Time0
3/21/17,3025,3.902,25.72,0,Time0
3/21/17,3035,2.081,26.22,0,Time0
3/21/17,3059,6.541,26.17,0,Time0
3/21/17,3075,1.725,26,0,Time0
3/21/17,3081,5.199,24.064,0,Time0
3/21/17,3085,3.359,25.655,0,Time0
3/21/17,3086,2.635,27.384,0,Time0
3/21/17,3116,1.538,25.18,0,Time0
3/21/17,3137,4.867,25.598,0,Time0
3/21/17,3149,1.416,25.98,0,Time0
3/21/17,3164,2.127,24.17,0,Time0
3/21/17,3204,2.355,26.809,0,Time0
3/21/17,3224,1.483,26.732,0,Time0
3/21/17,3246,5.927,25.673,0,Time0
3/21/17,3289,6.432,26.02,0,Time0
3/21/17,3317,1.338,24.284,0,Time0
3/21/17,3323,3.939,24.1,0,Time0
3/21/17,3337,3.931,24.941,0,Time0
3/21/17,3340,4.32,24.768,0,Time0
3/21/17,3357,1.718,25.24,0,Time0
3/21/17,3383,3.176,26.29,0,Time0
3/21/17,3422,7.318,26.702,0,Time0
3/21/17,3442,4.931,25.13,0,Time0
3/21/17,3444,4.949,26.862,0,Time0
3/21/17,3458,3.405,26.25,0,Time0
3/21/17,3467,4.22,26.749,0,Time0
3/21/17,3468,5.829,25.52,0,Time0
3/21/17,3469,5.943,26.95,0,Time0
3/21/17,3470,3.376,25.222,0,Time0
3/21/17,3471,2.975,27.256,0,Time0
3/21/17,3472,2.033,25.41,0,Time0
3/21/17,3473,1.897,26.9,0,Time0
3/21/17,3474,6.649,26.5,0,Time0
3/21/17,3475,2.195,26.42,0,Time0
3/21/17,3476,8.274,27.354,0,Time0
3/21/17,3477,3.581,25.35,0,Time0
3/21/17,3478,10.37,26.67,0,Time0
3/21/17,3487,3.873,26.37,0,Time0
3/21/17,3479,2.005,25.58,0,Time0
3/21/17,3480,3.7,25.65,0,Time0
3/21/17,3481,3.141,26.45,0,Time0
3/21/17,3482,1.719,25.28,0,Time0
3/21/17,3484,5.099,25.46,0,Time0
3/21/17,3485,5.451,26.822,0,Time0
3/21/17,3486,5.693,25.97,0,Time0
3/21/17,3488,4.287,25.91,0,Time0
3/21/17,3489,3.463,26.958,0,Time0
3/21/17,3490,2.857,26.857,0,Time0
3/21/17,3491,3.935,26.3,0,Time0
3/21/17,3512,3.462,26.534,0,Time0
3/21/17,3513,4.346,25.054,0,Time0
3/21/17,3514,5.692,27.048,0,Time0
3/21/17,3515,2.335,24.572,0,Time0
3/21/17,3516,1.646,26.83,0,Time0
3/21/17,3517,4.215,25.8,0,Time0
3/21/17,N104,3.431,24.32,0,Time0
3/21/17,N102,3.241,24.86,0,Time0
3/21/17,N107,4.367,25.204,0,Time0
3/21/17,N108,3.085,26.58,0,Time0
3/21/17,N109,3.684,25.19,0,Time0
3/21/17,N11,1.48,24.77,0,Time0
3/21/17,N110,1.929,26.05,0,Time0
3/21/17,N111,3.651,25.02,0,Time0
3/21/17,N115,5.762,26.11,0,Time0
3/21/17,N117,5.104,24.181,0,Time0
3/21/17,N122,2.921,26.18,0,Time0
3/21/17,N124,4.754,24.646,0,Time0
3/21/17,N126,1.124,25.92,0,Time0
3/21/17,N127,1.954,26.28,0,Time0
3/21/17,N132,5.125,26.67,0,Time0
3/21/17,N134,4.595,24.524,0,Time0
3/21/17,N138,5.081,26.825,0,Time0
3/21/17,N141,1.27,25.85,0,Time0
3/21/17,N145,6.811,25.945,0,Time0
3/21/17,N149,4.679,24.557,0,Time0
3/21/17,N150,1.53,27.088,0,Time0
3/21/17,N152,6.282,24.62,0,Time0
3/21/17,N157,4.141,26.65,0,Time0
3/21/17,N158,4.704,24.053,0,Time0
3/21/17,N161,3.326,24.042,0,Time0
3/21/17,N169,2.03,24.233,0,Time0
3/21/17,N170,5.012,24.13,0,Time0
3/21/17,N172,1.977,24.559,0,Time0
3/21/17,N18,4.609,24.494,0,Time0
3/21/17,N181,3.88,26.37,0,Time0
3/21/18,N183,2.038,24.25,0,Time0
3/21/17,N184,1.532,26.76,0,Time0
3/21/17,N189,2.199,25.86,0,Time0
3/21/17,N19,7.029,25.564,0,Time0
3/21/17,N190,2.308,24.759,0,Time0
3/21/17,N191,4.507,26,0,Time0
3/21/17,N192,3.01,24.5,0,Time0
3/21/17,N197,3.441,24.73,0,Time0
3/21/17,N198,3.606,26.32,0,Time0
3/21/17,N2,2.478,24.184,0,Time0
3/21/17,N205,4.946,24.007,0,Time0
3/21/17,N208,1.874,25.27,0,Time0
3/21/17,N209,6.317,25.76,0,Time0
3/21/17,N21,1.371,24.681,0,Time0
3/21/17,N211,3.677,24.78,0,Time0
3/21/17,N212,1.874,26.566,0,Time0
3/21/17,N217,3.705,25.47,0,Time0
3/21/17,N222,6.566,25.32,0,Time0
3/21/17,N223,1.622,25.35,0,Time0
3/21/17,N25,6.062,25.809,0,Time0
3/21/17,N3,3.367,24.76,0,Time0
3/21/17,N30,2.79,25.844,0,Time0
3/21/18,N31,6.523,24.343,0,Time0
3/21/17,N33,1.748,24.94,0,Time0
3/21/17,N35,4.496,24.136,0,Time0
3/21/17,N37,3.192,24.09,0,Time0
3/21/17,N38,3.33,24.817,0,Time0
3/21/17,N4,2.445,24.312,0,Time0
3/21/17,N40,1.191,24.468,0,Time0
3/21/17,N42,2.948,24.135,0,Time0
3/21/17,N45,2.087,24.08,0,Time0
3/21/17,N47,5.762,25.245,0,Time0
3/21/17,N49,2.329,25.96,0,Time0
3/21/17,N50,3.089,25.528,0,Time0
3/21/17,N55,6.28,26.53,0,Time0
3/21/17,N56,2.574,24.614,0,Time0
3/21/17,N6,9.341,24.72,0,Time0
3/21/17,N60,3.727,24.89,0,Time0
3/21/17,N63,2.185,25.9,0,Time0
3/21/17,N64,1.529,25.137,0,Time0
3/21/17,N7,3.038,24.803,0,Time0
3/21/17,N70,2.75,24.2,0,Time0
3/21/17,N72,8.49,24.99,0,Time0
3/21/17,N74,3.268,24.35,0,Time0
3/21/17,N74,3.268,24.35,0,Time0
3/21/17,N77,5.016,24.17,0,Time0
3/21/17,N78,3.502,24.23,0,Time0
3/21/17,N82,2.792,25.491,0,Time0
3/21/17,N84,9.455,24.695,0,Time0
3/21/17,N85,2.86,25.77,0,Time0
3/21/17,N87,3.48,24.52,0,Time0
3/21/17,N89,3.431,26.04,0,Time0
3/21/17,N9,1.341,24.32,0,Time0
3/21/17,N92,2.076,24.35,0,Time0
3/21/17,N94,3.348,24.9,0,Time0
3/21/17,N96,2.823,26.55,0,Time0
3/21/17,N98,5.429,26.53,0,Time0
4/13/17,153,5.676,26.75,23,Time1
4/13/17,169,2.073,27.5,23,Time1
4/13/17,179,1.905,29.443,23,Time1
4/13/17,199,5.524,27.694,23,Time1
4/13/17,226,4.388,29.238,23,Time1
4/13/17,238,2.792,29.748,23,Time1
4/13/17,244,4.344,27.46,23,Time1
4/13/17,249,5.7654,27.311,23,Time1
4/13/17,255,7.102,27.455,23,Time1
4/13/17,284,3.672,27.65,23,Time1
4/13/17,314,2.181,29.687,23,Time1
4/13/17,335,2.28,29.297,23,Time1
4/13/17,377,3.076,27.311,23,Time1
4/13/17,403,4.952,27.035,23,Time1
4/13/17,417,3.666,27.34,23,Time1
4/13/17,419,6.953,27.484,23,Time1
4/13/17,420,6.193,27.548,23,Time1
4/13/17,422,3.284,27.503,23,Time1
4/13/17,425,16.903,29.496,23,Time1
4/13/17,428,4.255,27.497,23,Time1
4/13/17,431,5.042,27.622,23,Time1
4/13/17,436,8.032,27.636,23,Time1
4/13/17,471,4.62,26.928,23,Time1
4/13/17,472,3.471,29.143,23,Time1
4/13/17,473,3.164,29.177,23,Time1
4/13/17,477,4.591,28.446,23,Time1
4/13/17,478,2.714,27.487,23,Time1
4/13/17,490,13.822,29.682,23,Time1
4/13/17,508,5.576,29.784,23,Time1
4/13/17,579,9.505,26.805,23,Time1
4/13/17,617,1.272,29.861,23,Time1
4/13/17,626,3.142,27.65,23,Time1
4/13/17,634,2.467,29.332,23,Time1
4/13/17,650,5.884,27.559,23,Time1
4/13/17,657,5.111,27.326,23,Time1
4/13/17,664,9.109,26.634,23,Time1
4/13/17,670,2.159,29.776,23,Time1
4/13/17,697,8.728,27.405,23,Time1
4/13/17,706,3.187,27.47,23,Time1
4/13/17,761,24.96,27.661,23,Time1
4/13/17,766,4.409,27.29,23,Time1
4/13/17,775,5.554,29.203,23,Time1
4/13/17,779,3.123,27.014,23,Time1
4/13/17,785,6.405,27.677,23,Time1
4/13/17,797,4.82,27.394,23,Time1
4/13/17,809,6.689,27.673,23,Time1
4/13/17,828,4.128,27.575,23,Time1
4/13/17,832,2.313,27.439,23,Time1
4/13/17,840,1.588,28.645,23,Time1
4/13/17,848,3.53,27.465,23,Time1
4/13/17,881,1.165,29.417,23,Time1
4/13/17,907,5.63,27.435,23,Time1
4/13/17,946,3.337,29.934,23,Time1
4/13/17,955,10.134,26.726,23,Time1
4/13/17,965,1.481,27.548,23,Time1
4/13/17,982,5.89,27.027,23,Time1
4/13/17,1008,10.715,28.271,23,Time1
4/13/17,1013,1.647,29.565,23,Time1
4/13/17,1037,4.618,26.921,23,Time1
4/13/17,1061,3.418,27.341,23,Time1
4/13/17,1068,7.724,29.7,23,Time1
4/13/17,1104,1.696,27.695,23,Time1
4/13/17,1107,2.343,29.901,23,Time1
4/13/17,1110,4.181,29.746,23,Time1
4/13/17,1133,3.594,29.238,23,Time1
4/13/17,1144,5.623,27.524,23,Time1
4/13/17,1166,3.14,29.133,23,Time1
4/13/17,1195,3.22,27.541,23,Time1
4/13/17,1226,1.733,26.973,23,Time1
4/13/17,1240,17.41,26.889,23,Time1
4/13/17,1254,11.059,27.316,23,Time1
4/13/17,1279,3.729,27.549,23,Time1
4/13/17,1284,3.532,29.51,23,Time1
4/13/17,1330,4.837,27.516,23,Time1
4/13/17,1388,4.16,29.545,23,Time1
4/13/17,1412,1.514,27.304,23,Time1
4/13/17,1413,15.717,28.439,23,Time1
4/13/17,1418,10.237,27.692,23,Time1
4/13/17,1437,2.767,29.373,23,Time1
4/13/17,1441,8.655,29.443,23,Time1
4/13/17,1443,4.308,27.507,23,Time1
4/13/17,1502,5.257,29.851,23,Time1
4/13/17,1526,7.999,28.674,23,Time1
4/13/17,1533,2.196,27.648,23,Time1
4/13/17,1537,8.425,27.33,23,Time1
4/13/17,1556,5.036,27.544,23,Time1
4/13/17,1573,2.364,27.358,23,Time1
4/13/17,1688,27.542,27.422,23,Time1
4/13/17,1736,16.298,26.998,23,Time1
4/13/17,1771,2.572,29.847,23,Time1
4/13/17,1791,2.366,29.8,23,Time1
4/13/17,1803,4.792,28.392,23,Time1
4/13/17,1857,22.214,29.557,23,Time1
4/13/17,1895,6.707,27.523,23,Time1
4/13/17,1929,15.126,29.883,23,Time1
4/13/17,1943,15.949,29.644,23,Time1
4/13/17,2001,6.884,28.188,23,Time1
4/13/17,2018,2.207,29.067,23,Time1
4/13/17,2136,12.472,28.402,23,Time1
4/13/17,2142,5.414,29.023,23,Time1
4/13/17,2214,9.71,27.447,23,Time1
4/13/17,2226,3.753,27.689,23,Time1
4/13/17,2284,1.855,29.695,23,Time1
4/13/17,2285,1.363,28.808,23,Time1
4/13/17,2286,4.525,27.573,23,Time1
4/13/17,2328,3.637,29.989,23,Time1
4/13/17,2401,11.723,29.779,23,Time1
4/13/17,2402,3.493,29.539,23,Time1
4/13/17,2424,24.188,27.614,23,Time1
4/13/17,2478,1.882,27.681,23,Time1
4/13/17,2629,8.282,29.279,23,Time1
4/13/17,2663,16.329,29.991,23,Time1
4/13/17,2683,2.648,28.603,23,Time1
4/13/17,2730,1.407,27.404,23,Time1
4/13/17,2731,8.429,29.583,23,Time1
4/13/17,2736,3.992,28.368,23,Time1
4/13/17,2849,5.776,29.349,23,Time1
4/13/17,2879,5.881,29.58,23,Time1
4/13/17,2893,4.546,29.367,23,Time1
4/13/17,2911,7.709,29.85,23,Time1
4/13/17,2948,13.958,29.358,23,Time1
4/13/17,3025,3.955,29.634,23,Time1
4/13/17,3035,2.12,27.105,23,Time1
4/13/17,3059,6.712,29.281,23,Time1
4/13/17,3081,5.018,27.69,23,Time1
4/13/17,3085,3.49,29.407,23,Time1
4/13/17,3086,2.762,28.237,23,Time1
4/13/17,3116,1.62,29.087,23,Time1
4/13/17,3137,5.284,29.374,23,Time1
4/13/17,3149,1.45,26.921,23,Time1
4/13/17,3164,2.148,27.42,23,Time1
4/13/17,3204,2.56,28.674,23,Time1
4/13/17,3224,1.589,29.25,23,Time1
4/13/17,3246,6.077,29.51,23,Time1
4/13/17,3289,6.713,29.549,23,Time1
4/13/17,3323,4.173,27.555,23,Time1
4/13/17,3337,4.29,27.261,23,Time1
4/13/17,3340,4.583,29.908,23,Time1
4/13/17,3357,1.836,29.046,23,Time1
4/13/17,3383,3.368,29.493,23,Time1
4/13/17,3422,7.566,29.922,23,Time1
4/13/17,3442,5.289,27.4932,23,Time1
4/13/17,3444,5.137,29.298,23,Time1
4/13/17,3458,3.538,29.774,23,Time1
4/13/17,3467,4.38,29.813,23,Time1
4/13/17,3468,6.166,29.407,23,Time1
4/13/17,3469,6.037,29.27,23,Time1
4/13/17,3470,3.557,28.82,23,Time1
4/13/17,3471,3.048,28.217,23,Time1
4/13/17,3472,2.159,29.229,23,Time1
4/13/17,3473,2.101,29.423,23,Time1
4/13/17,3474,7.076,29.373,23,Time1
4/13/17,3475,2.233,29.841,23,Time1
4/13/17,3476,8.232,29.155,23,Time1
4/13/17,3477,4.343,29.149,23,Time1
4/13/17,3478,10.596,29.596,23,Time1
4/13/17,3479,2.145,29.478,23,Time1
4/13/17,3480,3.827,29.379,23,Time1
4/13/17,3481,3.231,29.272,23,Time1
4/13/17,3482,1.888,29.95,23,Time1
4/13/17,3484,4.593,29.046,23,Time1
4/13/17,3485,5.675,29.145,23,Time1
4/13/17,3486,5.856,29.517,23,Time1
4/13/17,3487,3.97,29.234,23,Time1
4/13/17,3488,4.425,29.344,23,Time1
4/13/17,3490,3.034,29.342,23,Time1
4/13/17,3491,3.922,29.466,23,Time1
4/13/17,3512,3.49,29.716,23,Time1
4/13/17,3513,4.408,29.906,23,Time1
4/13/17,3514,5.932,29.254,23,Time1
4/13/17,3515,2.368,29.474,23,Time1
4/13/17,3516,1.703,29.407,23,Time1
4/13/17,3517,4.437,29.804,23,Time1
4/13/17,3675,1.76,26.953,23,Time1
4/13/17,N102,3.334,27.393,23,Time1
4/13/17,N104,3.511,27.636,23,Time1
4/13/17,N105,4.624,27.782,23,Time1
4/13/17,N108,3.309,27.013,23,Time1
4/13/17,N110,2.075,27.579,23,Time1
4/13/17,N115,6.173,27.636,23,Time1
4/13/17,N117,5.117,27.335,23,Time1
4/13/17,N122,3.13,27.609,23,Time1
4/13/17,N124,5.072,27.522,23,Time1
4/13/17,N126,1.18,27.628,23,Time1
4/13/17,N127,2.125,26.906,23,Time1
4/13/17,N131,7.856,27.003,23,Time1
4/13/17,N132,5.307,26.882,23,Time1
4/13/17,N134,4.67,29.273,23,Time1
4/13/17,N138,5.296,28.612,23,Time1
4/13/17,N141,1.324,29.706,23,Time1
4/13/17,N149,4.582,27.533,23,Time1
4/13/17,N150,1.622,28.565,23,Time1
4/13/17,N152,6.577,27.426,23,Time1
4/13/17,N157,4.394,29.664,23,Time1
4/13/17,N158,4.704,27.393,23,Time1
4/13/17,N161,3.319,27.367,23,Time1
4/13/17,3317,1.451,27.342,23,Time1
4/13/17,N170,5.102,27.414,23,Time1
4/13/17,N172,2.083,27.522,23,Time1
4/13/17,N181,4.263,26.967,23,Time1
4/13/17,N183,2.198,27.573,23,Time1
4/13/17,N184,1.709,26.916,23,Time1
4/13/17,N189,2.317,27.694,23,Time1
4/13/17,N190,2.393,29.184,23,Time1
4/13/17,N191,4.765,27.591,23,Time1
4/13/17,N192,3.094,27.406,23,Time1
4/13/17,N197,3.685,27.559,23,Time1
4/13/17,N198,3.913,26.016,23,Time1
4/13/17,N205,5.289,27.27,23,Time1
4/13/17,N208,2.084,27.545,23,Time1
4/13/17,N209,6.537,27.708,23,Time1
4/13/17,N211,3.928,27.603,23,Time1
4/13/17,N212,1.919,29.897,23,Time1
4/13/17,N217,3.822,27.365,23,Time1
4/13/17,N222,6.808,27.584,23,Time1
4/13/17,N223,1.75,27.47,23,Time1
4/13/17,N37,3.318,27.392,23,Time1
4/13/17,N42,3.122,27.421,23,Time1
4/13/17,N45,2.302,27.452,23,Time1
4/13/17,N49,2.733,27.598,23,Time1
4/13/17,N55,6.466,29.771,23,Time1
4/13/17,N63,2.325,27.602,23,Time1
4/13/17,N77,5.35,27.331,23,Time1
4/13/17,N78,3.691,27.706,23,Time1
4/13/17,N89,3.534,27.623,23,Time1
4/13/17,N92,2.238,27.449,23,Time1
4/13/17,N96,3.098,26.924,23,Time1
4/13/17,N98,6.154,26.903,23,Time1
5/18/17,238,2.791,25.293,35,Time2
5/18/17,335,2.636,25.825,35,Time2
5/18/17,420,6.795,26.779,35,Time2
5/18/17,422,3.309,26.244,35,Time2
5/18/17,473,3.178,25.522,35,Time2
5/18/17,477,4.712,25.585,35,Time2
5/18/17,508,6.036,26.135,35,Time2
5/18/17,617,1.28,26.489,35,Time2
5/18/17,619,8.746,25.334,35,Time2
5/18/17,626,3.538,26.649,35,Time2
5/18/17,626,3.547,26.12,35,Time2
5/18/17,634,2.445,25.818,35,Time2
5/18/17,706,3.321,26.318,35,Time2
5/18/17,775,5.506,25.972,35,Time2
5/18/17,828,4.168,26.402,35,Time2
5/18/17,840,1.687,25.84,35,Time2
5/18/17,881,1.191,25.081,35,Time2
5/18/17,907,5.649,26.206,35,Time2
5/18/17,965,1.57,26.079,35,Time2
5/18/17,972,3.848,25.343,35,Time2
5/18/17,1008,10.718,25.373,35,Time2
5/18/17,1013,1.67,27.056,35,Time2
5/18/17,1104,1.841,26.758,35,Time2
5/18/17,1107,2.212,26.146,35,Time2
5/18/17,1166,3.245,24.934,35,Time2
5/18/17,1195,3.391,26.859,35,Time2
5/18/17,1279,3.975,26.364,35,Time2
5/18/17,1284,3.625,25.785,35,Time2
5/18/17,1330,4.951,26.423,35,Time2
5/18/17,1413,15.983,25.381,35,Time2
5/18/17,1437,3.066,25.824,35,Time2
5/18/17,1526,8.237,25.857,35,Time2
5/18/17,1533,2.541,26.281,35,Time2
5/18/17,1556,5.095,26.734,35,Time2
5/18/17,1771,2.546,25.802,35,Time2
5/18/17,1803,5.103,25.141,35,Time2
5/18/17,1929,15.02,25.922,35,Time2
5/18/17,2018,2.378,25.204,35,Time2
5/18/17,2136,12.575,25.677,35,Time2
5/18/17,2214,9.89,26.7,35,Time2
5/18/17,2226,3.912,26.425,35,Time2
5/18/17,2284,2.095,25.103,35,Time2
5/18/17,2328,4.028,26.891,35,Time2
5/18/17,2401,12.106,25.245,35,Time2
5/18/17,2475,1.992,26.383,35,Time2
5/18/17,2663,16.713,25.957,35,Time2
5/18/17,2683,2.635,25.786,35,Time2
5/18/17,2731,8.483,26.093,35,Time2
5/18/17,2879,5.972,26.213,35,Time2
5/18/17,2893,4.538,26.458,35,Time2
5/18/17,2948,13.987,25.511,35,Time2
5/18/17,3075,1.753,26.174,35,Time2
5/18/17,3116,1.665,26.118,35,Time2
5/18/17,3164,2.142,26.234,35,Time2
5/18/17,3204,2.904,25.677,35,Time2
5/18/17,3289,7.34,24.919,35,Time2
5/18/17,3317,1.594,25.825,35,Time2
5/18/17,3323,4.696,26.153,35,Time2
5/18/17,3357,1.996,26.113,35,Time2
5/18/17,3383,3.297,25.778,35,Time2
5/18/17,3422,8.131,25.523,35,Time2
5/18/17,3442,5.809,26.425,35,Time2
5/18/17,3444,5.41,25.636,35,Time2
5/18/17,3467,4.662,25.986,35,Time2
5/18/17,3470,4.086,25.218,35,Time2
5/18/17,3471,3.135,25.773,35,Time2
5/18/17,3473,2.355,26.518,35,Time2
5/18/17,3474,7.267,25.321,35,Time2
5/18/17,3476,8.012,25.78,35,Time2
5/18/17,3480,3.739,25.21,35,Time2
5/18/17,3481,3.241,25.196,35,Time2
5/18/17,3484,4.728,26.83,35,Time2
5/18/17,3485,5.764,26.214,35,Time2
5/18/17,3486,5.873,27.096,35,Time2
5/18/17,3487,4.017,27.123,35,Time2
5/18/17,3489,3.543,26.285,35,Time2
5/18/17,3491,3.891,26.302,35,Time2
5/18/17,3515,2.365,25.347,35,Time2
5/18/17,3516,1.647,26.516,35,Time2
5/18/17,3517,5.077,26.554,35,Time2
5/18/17,N105,4.674,26.739,35,Time2
5/18/17,N110,2.321,26.833,35,Time2
5/18/17,N115,6.565,26.883,35,Time2
5/18/17,N122,3.419,26.384,35,Time2
5/18/17,N141,1.42,26.518,35,Time2
5/18/17,N152,9.89,26.717,35,Time2
5/18/17,N183,2.546,25,35,Time2
5/18/17,N189,2.431,26.524,35,Time2
5/18/17,N191,4.814,26.747,35,Time2
5/18/17,N208,2.401,26.26,35,Time2
5/18/17,N211,4.441,26.341,35,Time2
5/18/17,N212,2.072,26.335,35,Time2
5/18/17,N217,3.996,26.153,35,Time2
5/18/17,N223,1.947,26.375,35,Time2
5/18/17,N38,5.684,25.707,35,Time2
5/18/17,N49,3.345,26.882,35,Time2
5/18/17,N55,6.15,25.824,35,Time2
3/21/17,1254,10.676,24.255,0,Time0
5/18/17,832,2.576,25.756,35,Time2
5/18/17,3081,5.345,25.35,35,Time2
5/18/17,1412,1.543,25.314,35,Time2
5/18/17,428,4.261,25.282,35,Time2
5/18/17,1537,9.4,24.901,35,Time2
5/18/17,244,4.531,24.875,35,Time2
5/18/17,N77,5.935,24.836,35,Time2
5/18/17,372,3.266,24.534,35,Time2
5/18/17,1061,3.555,24.526,35,Time2
5/18/17,N169,2.144,24.498,35,Time2
5/18/17,1688,28.353,24.168,35,Time2
5/18/17,N205,5.786,24.155,35,Time2
5/18/17,478,2.828,24.141,35,Time2
5/18/17,3337,5.063,26.33,35,Time2
