Plate Name,Experiment Name,Specimen Name,Sample Name,Workspace Name,Plot Name,Gate Name,X Parameter,Y Parameter,Event Count,% Parent,% Total,Mean X,Mean Y,Median X,Median Y,Std. Dev. X,Std. Dev. Y,% C.V. X,% C.V. Y,Concentration
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.acuta,A9,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"15,165",Disabled,Disabled,"676,006.500000","3,455,283.250000","428,350.0","3,344,292.0",Disabled,Disabled,"117.240616%","43.039279%","113.171642"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.acuta,A9,Default,BL3-H vs Count,R1,BL3-H,Count,"12,067",Disabled,Disabled,"3,771,803.750000","---","3,657,196.0","---",Disabled,Disabled,"27.645876%","---","90.052239"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.acuta,A10,Default,Global,All Events,Global,Global,"10,065",Disabled,Disabled,"0.000000","0.000000","---","---",Disabled,Disabled,"---","---","74.555556"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.acuta,A10,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"5,548",Disabled,Disabled,"904,826.875000","2,432,006.250000","559,283.5","2,288,076.5",Disabled,Disabled,"109.575036%","45.706672%","41.096296"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.acuta,A10,Default,BL3-H vs Count,R1,BL3-H,Count,"3,364",Disabled,Disabled,"3,231,551.750000","---","3,030,062.5","---",Disabled,Disabled,"27.708420%","---","24.918519"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.acuta,A11,Default,Global,All Events,Global,Global,"5,893",Disabled,Disabled,"0.000000","0.000000","---","---",Disabled,Disabled,"---","---","43.977612"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.acuta,A11,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"2,345",Disabled,Disabled,"742,292.187500","3,051,917.500000","482,852.0","2,886,062.0",Disabled,Disabled,"114.252263%","50.501357%","17.500000"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.acuta,A11,Default,BL3-H vs Count,R1,BL3-H,Count,"1,720",Disabled,Disabled,"3,627,047.000000","---","3,426,639.0","---",Disabled,Disabled,"28.804200%","---","12.835821"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.acuta,A12,Default,Global,All Events,Global,Global,"8,135",Disabled,Disabled,"0.000000","0.000000","---","---",Disabled,Disabled,"---","---","60.708955"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.acuta,A12,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"811",Disabled,Disabled,"1,217,973.625000","2,974,969.500000","626,236.0","2,784,350.0",Disabled,Disabled,"113.538881%","59.294137%","6.052239"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.acuta,A12,Default,BL3-H vs Count,R1,BL3-H,Count,"800",Disabled,Disabled,"3,835,894.250000","---","3,721,589.5","---",Disabled,Disabled,"29.825206%","---","5.970149"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.acuta,B1,Default,Global,All Events,Global,Global,"30,095",Disabled,Disabled,"0.000000","0.000000","---","---",Disabled,Disabled,"---","---","224.589552"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.acuta,B1,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"16,957",Disabled,Disabled,"379,398.687500","3,612,913.750000","256,882.0","3,413,255.0",Disabled,Disabled,"128.272716%","47.568213%","126.544776"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.acuta,B1,Default,BL3-H vs Count,R1,BL3-H,Count,"12,410",Disabled,Disabled,"3,829,135.000000","---","3,723,064.5","---",Disabled,Disabled,"28.405932%","---","92.611940"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.acuta,B2,Default,Global,All Events,Global,Global,"12,200",Disabled,Disabled,"0.000000","0.000000","---","---",Disabled,Disabled,"---","---","90.370370"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.acuta,B2,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"5,841",Disabled,Disabled,"635,286.687500","2,928,393.000000","393,331.0","2,827,454.0",Disabled,Disabled,"123.670908%","42.096873%","43.266667"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.acuta,B2,Default,BL3-H vs Count,R1,BL3-H,Count,"4,506",Disabled,Disabled,"3,390,025.250000","---","3,200,995.5","---",Disabled,Disabled,"26.898216%","---","33.377778"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.acuta,B4,Default,Global,All Events,Global,Global,"39,290",Disabled,Disabled,"0.000000","0.000000","---","---",Disabled,Disabled,"---","---","293.208955"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.acuta,B4,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"22,677",Disabled,Disabled,"529,476.125000","2,577,236.750000","337,616.0","2,499,847.0",Disabled,Disabled,"122.964775%","43.068278%","169.231343"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.acuta,B4,Default,BL3-H vs Count,R1,BL3-H,Count,"14,615",Disabled,Disabled,"3,190,370.250000","---","3,018,096.0","---",Disabled,Disabled,"25.483688%","---","109.067164"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.acuta,B5,Default,Global,All Events,Global,Global,"17,341",Disabled,Disabled,"0.000000","0.000000","---","---",Disabled,Disabled,"---","---","129.410448"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.acuta,B5,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"6,805",Disabled,Disabled,"756,710.125000","2,913,471.000000","429,388.0","2,734,586.0",Disabled,Disabled,"127.283780%","48.062491%","50.783582"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.acuta,B5,Default,BL3-H vs Count,R1,BL3-H,Count,"4,887",Disabled,Disabled,"3,597,096.500000","---","3,404,562.0","---",Disabled,Disabled,"28.820621%","---","36.470149"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.acuta,B6,Default,Global,All Events,Global,Global,"59,714",Disabled,Disabled,"0.000000","0.000000","---","---",Disabled,Disabled,"---","---","445.626866"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.acuta,B6,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"30,881",Disabled,Disabled,"514,184.000000","3,246,917.250000","271,811.0","3,034,175.0",Disabled,Disabled,"144.537595%","46.874116%","230.455224"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.acuta,B6,Default,BL3-H vs Count,R1,BL3-H,Count,"23,450",Disabled,Disabled,"3,556,949.500000","---","3,356,959.0","---",Disabled,Disabled,"28.573339%","---","175.000000"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.acuta,B7,Default,Global,All Events,Global,Global,"19,998",Disabled,Disabled,"0.000000","0.000000","---","---",Disabled,Disabled,"---","---","148.133333"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.acuta,B7,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"9,328",Disabled,Disabled,"395,197.031250","3,458,179.000000","246,865.0","3,331,521.5",Disabled,Disabled,"147.728226%","48.757966%","69.096296"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.acuta,B7,Default,BL3-H vs Count,R1,BL3-H,Count,"6,856",Disabled,Disabled,"3,805,307.750000","---","3,667,345.5","---",Disabled,Disabled,"28.267776%","---","50.785185"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.acuta,B8,Default,Global,All Events,Global,Global,"19,471",Disabled,Disabled,"0.000000","0.000000","---","---",Disabled,Disabled,"---","---","144.229630"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.acuta,B8,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"8,034",Disabled,Disabled,"755,969.312500","2,979,733.250000","384,129.5","2,819,000.0",Disabled,Disabled,"135.412755%","47.719188%","59.511111"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.acuta,B8,Default,BL3-H vs Count,R1,BL3-H,Count,"6,254",Disabled,Disabled,"3,553,484.000000","---","3,349,056.5","---",Disabled,Disabled,"29.008877%","---","46.325926"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.acuta,B9,Default,Global,All Events,Global,Global,"12,369",Disabled,Disabled,"0.000000","0.000000","---","---",Disabled,Disabled,"---","---","92.305970"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.acuta,B9,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"2,588",Disabled,Disabled,"339,389.156250","2,612,924.250000","196,644.0","2,501,827.0",Disabled,Disabled,"148.884241%","61.477452%","19.313433"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.acuta,B9,Default,BL3-H vs Count,R1,BL3-H,Count,"1,441",Disabled,Disabled,"3,514,506.750000","---","3,316,838.0","---",Disabled,Disabled,"27.656794%","---","10.753731"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.acuta,B10,Default,Global,All Events,Global,Global,"63,897",Disabled,Disabled,"0.000000","0.000000","---","---",Disabled,Disabled,"---","---","473.311111"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.acuta,B10,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"33,440",Disabled,Disabled,"518,873.437500","2,495,855.500000","341,618.0","2,378,817.0",Disabled,Disabled,"114.096019%","46.947329%","247.703704"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.acuta,B10,Default,BL3-H vs Count,R1,BL3-H,Count,"19,999",Disabled,Disabled,"3,208,946.500000","---","3,020,490.0","---",Disabled,Disabled,"26.436390%","---","148.140741"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.acuta,B11,Default,Global,All Events,Global,Global,"3,783",Disabled,Disabled,"0.000000","0.000000","---","---",Disabled,Disabled,"---","---","28.231343"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.acuta,B11,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"1,198",Disabled,Disabled,"800,276.000000","1,797,439.625000","334,813.0","1,723,569.0",Disabled,Disabled,"147.634785%","47.148868%","8.940299"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.acuta,B11,Default,BL3-H vs Count,R1,BL3-H,Count,"505",Disabled,Disabled,"2,878,686.000000","---","2,678,029.0","---",Disabled,Disabled,"23.996461%","---","3.768657"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.varians,C4,Default,Global,All Events,Global,Global,"67,082",Disabled,Disabled,"0.000000","0.000000","---","---",Disabled,Disabled,"---","---","496.903704"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.varians,C4,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"46,713",Disabled,Disabled,"677,017.562500","4,252,120.000000","488,326.0","3,880,632.0",Disabled,Disabled,"100.553688%","53.097167%","346.022222"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.varians,C4,Default,BL3-H vs Count,R1,BL3-H,Count,"26,149",Disabled,Disabled,"3,984,255.500000","---","3,865,835.0","---",Disabled,Disabled,"31.696587%","---","193.696296"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.varians,C5,Default,Global,All Events,Global,Global,"14,346",Disabled,Disabled,"0.000000","0.000000","---","---",Disabled,Disabled,"---","---","107.059701"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.varians,C5,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"9,768",Disabled,Disabled,"773,055.625000","2,125,499.500000","494,611.5","1,828,867.0",Disabled,Disabled,"119.371148%","56.242456%","72.895522"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.varians,C5,Default,BL3-H vs Count,R1,BL3-H,Count,"4,442",Disabled,Disabled,"3,325,359.500000","---","3,068,255.0","---",Disabled,Disabled,"29.712400%","---","33.149254"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.varians,C6,Default,Global,All Events,Global,Global,"82,360",Disabled,Disabled,"0.000000","0.000000","---","---",Disabled,Disabled,"---","---","610.074074"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.varians,C6,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"56,852",Disabled,Disabled,"374,082.312500","4,208,314.500000","230,950.0","3,356,346.5",Disabled,Disabled,"149.469761%","55.876236%","421.125926"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.varians,C6,Default,BL3-H vs Count,R1,BL3-H,Count,"33,072",Disabled,Disabled,"3,613,634.500000","---","3,249,118.0","---",Disabled,Disabled,"33.030800%","---","244.977778"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.varians,C7,Default,Global,All Events,Global,Global,"303,185",Disabled,Disabled,"0.000000","0.000000","---","---",Disabled,Disabled,"---","---","2,245.814815"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.varians,C7,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"84,433",Disabled,Disabled,"379,796.625000","2,666,345.500000","179,121.0","2,398,914.0",Disabled,Disabled,"179.339749%","54.099609%","625.429630"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.varians,C7,Default,BL3-H vs Count,R1,BL3-H,Count,"56,500",Disabled,Disabled,"3,393,949.500000","---","3,146,731.0","---",Disabled,Disabled,"29.820068%","---","418.518519"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.varians,C8,Default,Global,All Events,Global,Global,"17,382",Disabled,Disabled,"0.000000","0.000000","---","---",Disabled,Disabled,"---","---","129.716418"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.varians,C8,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"13,167",Disabled,Disabled,"542,447.125000","2,943,433.500000","408,336.0","2,377,241.0",Disabled,Disabled,"108.463797%","65.843007%","98.261194"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.varians,C8,Default,BL3-H vs Count,R1,BL3-H,Count,"6,424",Disabled,Disabled,"3,592,831.000000","---","3,333,937.5","---",Disabled,Disabled,"31.283464%","---","47.940299"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.varians,C9,Default,Global,All Events,Global,Global,"2,693",Disabled,Disabled,"0.000000","0.000000","---","---",Disabled,Disabled,"---","---","20.097015"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.varians,C9,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"525",Disabled,Disabled,"1,827,628.750000","2,104,571.750000","1,195,019.0","1,670,561.0",Disabled,Disabled,"91.037246%","68.321655%","3.917910"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.varians,C9,Default,BL3-H vs Count,R1,BL3-H,Count,"539",Disabled,Disabled,"3,543,374.250000","---","3,280,773.0","---",Disabled,Disabled,"31.245892%","---","4.022388"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.varians,C10,Default,Global,All Events,Global,Global,"14,694",Disabled,Disabled,"0.000000","0.000000","---","---",Disabled,Disabled,"---","---","109.656716"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.varians,C10,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"6,859",Disabled,Disabled,"1,235,668.500000","2,711,461.250000","643,415.0","2,365,822.0",Disabled,Disabled,"116.623107%","59.231992%","51.186567"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.varians,C10,Default,BL3-H vs Count,R1,BL3-H,Count,"5,362",Disabled,Disabled,"3,653,056.250000","---","3,448,945.0","---",Disabled,Disabled,"30.010248%","---","40.014925"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.varians,C11,Default,Global,All Events,Global,Global,"16,276",Disabled,Disabled,"0.000000","0.000000","---","---",Disabled,Disabled,"---","---","121.462687"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.varians,C11,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"5,605",Disabled,Disabled,"1,295,062.625000","3,579,182.250000","719,492.0","3,249,631.0",Disabled,Disabled,"109.516789%","57.832536%","41.828358"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.varians,C11,Default,BL3-H vs Count,R1,BL3-H,Count,"4,546",Disabled,Disabled,"3,992,520.750000","---","3,933,324.0","---",Disabled,Disabled,"29.391992%","---","33.925373"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.varians,C12,Default,Global,All Events,Global,Global,"27,847",Disabled,Disabled,"0.000000","0.000000","---","---",Disabled,Disabled,"---","---","206.274074"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.varians,C12,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"15,216",Disabled,Disabled,"525,565.750000","2,736,921.500000","207,955.0","2,134,421.0",Disabled,Disabled,"187.290934%","67.084798%","112.711111"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.varians,C12,Default,BL3-H vs Count,R1,BL3-H,Count,"7,745",Disabled,Disabled,"3,415,534.750000","---","2,977,016.0","---",Disabled,Disabled,"34.696814%","---","57.370370"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.varians,D1,Default,Global,All Events,Global,Global,"13,552",Disabled,Disabled,"0.000000","0.000000","---","---",Disabled,Disabled,"---","---","100.385185"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.varians,D1,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"7,347",Disabled,Disabled,"562,143.625000","3,628,850.000000","320,218.0","3,184,202.0",Disabled,Disabled,"146.584847%","60.996872%","54.422222"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.varians,D1,Default,BL3-H vs Count,R1,BL3-H,Count,"4,513",Disabled,Disabled,"3,934,907.750000","---","3,814,097.0","---",Disabled,Disabled,"30.178090%","---","33.429630"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.varians,D2,Default,Global,All Events,Global,Global,"71,116",Disabled,Disabled,"0.000000","0.000000","---","---",Disabled,Disabled,"---","---","530.716418"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.varians,D2,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"50,125",Disabled,Disabled,"778,486.312500","2,882,654.750000","594,273.0","2,484,188.0",Disabled,Disabled,"92.453697%","57.436240%","374.067164"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.varians,D2,Default,BL3-H vs Count,R1,BL3-H,Count,"27,875",Disabled,Disabled,"3,619,462.500000","---","3,402,456.0","---",Disabled,Disabled,"30.418691%","---","208.022388"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.varians,D3,Default,Global,All Events,Global,Global,"10,137",Disabled,Disabled,"0.000000","0.000000","---","---",Disabled,Disabled,"---","---","75.088889"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.varians,D3,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"4,623",Disabled,Disabled,"580,227.562500","2,108,755.500000","391,575.0","1,996,994.0",Disabled,Disabled,"121.459436%","41.264795%","34.244444"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.varians,D3,Default,BL3-H vs Count,R1,BL3-H,Count,"2,314",Disabled,Disabled,"2,984,794.500000","---","2,686,812.0","---",Disabled,Disabled,"29.734321%","---","17.140741"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.varians,D4,Default,Global,All Events,Global,Global,"21,104",Disabled,Disabled,"0.000000","0.000000","---","---",Disabled,Disabled,"---","---","156.325926"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.varians,D4,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"6,048",Disabled,Disabled,"1,330,511.375000","3,642,488.500000","669,603.5","3,198,669.5",Disabled,Disabled,"113.647497%","60.061411%","44.800000"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.varians,D4,Default,BL3-H vs Count,R1,BL3-H,Count,"5,363",Disabled,Disabled,"3,998,166.500000","---","3,922,324.0","---",Disabled,Disabled,"30.016030%","---","39.725926"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.varians,D5,Default,Global,All Events,Global,Global,"44,231",Disabled,Disabled,"0.000000","0.000000","---","---",Disabled,Disabled,"---","---","330.082090"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.varians,D5,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"12,361",Disabled,Disabled,"729,425.437500","4,689,994.000000","446,125.0","4,654,986.0",Disabled,Disabled,"126.346876%","43.497545%","92.246269"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.varians,D5,Default,BL3-H vs Count,R1,BL3-H,Count,"9,033",Disabled,Disabled,"4,362,112.000000","---","4,405,272.0","---",Disabled,Disabled,"24.538589%","---","67.410448"
Symbio.Counts.Dec.14.2018.PlateB1,Experiment,p.varians,D6,Default,Global,All Events,Global,Global,"10,373",Disabled,Disabled,"0.000000","0.000000","---","---",Disabled,Disabled,"---","---","77.410448"
