Plate Name,Experiment Name,Specimen Name,Sample Name,Workspace Name,Plot Name,Gate Name,X Parameter,Y Parameter,Event Count,% Parent,% Total,Mean X,Mean Y,Median X,Median Y,Std. Dev. X,Std. Dev. Y,% C.V. X,% C.V. Y,Concentration
Symbio.Counts.Apr.02.PlateE,Experiment,samples,A12,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,430,Disabled,Disabled,"1,924,901.13","4,583,052.50","1,183,380.50","5,865,841.50",Disabled,Disabled,92.09%,69.90%,3.185185
Symbio.Counts.Apr.02.PlateE,Experiment,samples,A12,Default,BL3-H vs Count,R1,BL3-H,Count,140,Disabled,Disabled,"4,464,190.00",---,"4,755,778.00",---,Disabled,Disabled,30.91%,---,1.037037
Symbio.Counts.Apr.02.PlateE,Experiment,samples,B1,Default,Global,All Events,Global,Global,"33,024",Disabled,Disabled,0,0,---,---,Disabled,Disabled,---,---,244.622222
Symbio.Counts.Apr.02.PlateE,Experiment,samples,B1,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"9,144",Disabled,Disabled,"470,723.69","3,342,028.75","275,635.00","3,264,002.00",Disabled,Disabled,156.62%,48.77%,67.733333
Symbio.Counts.Apr.02.PlateE,Experiment,samples,B1,Default,BL3-H vs Count,R1,BL3-H,Count,"6,690",Disabled,Disabled,"3,783,353.25",---,"3,669,991.00",---,Disabled,Disabled,27.60%,---,49.555556
Symbio.Counts.Apr.02.PlateE,Experiment,samples,B2,Default,Global,All Events,Global,Global,"14,202",Disabled,Disabled,0,0,---,---,Disabled,Disabled,---,---,105.2
Symbio.Counts.Apr.02.PlateE,Experiment,samples,B2,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"10,070",Disabled,Disabled,"400,501.22","2,695,422.25","286,029.50","2,572,969.00",Disabled,Disabled,148.29%,42.15%,74.592593
Symbio.Counts.Apr.02.PlateE,Experiment,samples,B2,Default,BL3-H vs Count,R1,BL3-H,Count,"6,883",Disabled,Disabled,"3,276,132.00",---,"3,090,982.00",---,Disabled,Disabled,26.70%,---,50.985185
Symbio.Counts.Apr.02.PlateE,Experiment,samples,B3,Default,Global,All Events,Global,Global,"28,139",Disabled,Disabled,0,0,---,---,Disabled,Disabled,---,---,208.437037
Symbio.Counts.Apr.02.PlateE,Experiment,samples,B3,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"13,983",Disabled,Disabled,"492,998.91","3,887,436.50","282,744.00","3,744,724.00",Disabled,Disabled,148.95%,44.39%,103.577778
Symbio.Counts.Apr.02.PlateE,Experiment,samples,B3,Default,BL3-H vs Count,R1,BL3-H,Count,"10,759",Disabled,Disabled,"3,973,608.25",---,"3,905,614.00",---,Disabled,Disabled,29.18%,---,79.696296
Symbio.Counts.Apr.02.PlateE,Experiment,samples,B4,Default,Global,All Events,Global,Global,"103,828",Disabled,Disabled,0,0,---,---,Disabled,Disabled,---,---,774.835821
Symbio.Counts.Apr.02.PlateE,Experiment,samples,B4,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"33,554",Disabled,Disabled,"288,046.81","2,628,996.50","125,373.00","2,565,944.00",Disabled,Disabled,212.86%,42.51%,250.402985
Symbio.Counts.Apr.02.PlateE,Experiment,samples,B4,Default,BL3-H vs Count,R1,BL3-H,Count,"23,445",Disabled,Disabled,"3,149,906.75",---,"2,944,265.00",---,Disabled,Disabled,26.16%,---,174.962687
Symbio.Counts.Apr.02.PlateE,Experiment,samples,B5,Default,Global,All Events,Global,Global,"17,208",Disabled,Disabled,0,0,---,---,Disabled,Disabled,---,---,128.41791
Symbio.Counts.Apr.02.PlateE,Experiment,samples,B5,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"9,422",Disabled,Disabled,"349,951.13","3,385,596.50","124,266.50","3,181,111.00",Disabled,Disabled,211.46%,39.64%,70.313433
Symbio.Counts.Apr.02.PlateE,Experiment,samples,B5,Default,BL3-H vs Count,R1,BL3-H,Count,"8,058",Disabled,Disabled,"3,511,093.00",---,"3,284,248.00",---,Disabled,Disabled,27.15%,---,60.134328
Symbio.Counts.Apr.02.PlateE,Experiment,samples,B6,Default,Global,All Events,Global,Global,"34,882",Disabled,Disabled,0,0,---,---,Disabled,Disabled,---,---,260.313433
Symbio.Counts.Apr.02.PlateE,Experiment,samples,B6,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"18,971",Disabled,Disabled,"302,137.00","4,689,502.00","153,828.00","4,205,344.00",Disabled,Disabled,183.06%,42.03%,141.574627
Symbio.Counts.Apr.02.PlateE,Experiment,samples,B6,Default,BL3-H vs Count,R1,BL3-H,Count,"13,023",Disabled,Disabled,"3,931,594.25",---,"3,650,472.00",---,Disabled,Disabled,29.49%,---,97.186567
Symbio.Counts.Apr.02.PlateE,Experiment,samples,B7,Default,Global,All Events,Global,Global,"20,433",Disabled,Disabled,0,0,---,---,Disabled,Disabled,---,---,152.485075
Symbio.Counts.Apr.02.PlateE,Experiment,samples,B7,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"13,642",Disabled,Disabled,"243,282.67","4,671,454.50","147,856.50","4,377,555.00",Disabled,Disabled,177.72%,43.95%,101.80597
Symbio.Counts.Apr.02.PlateE,Experiment,samples,B7,Default,BL3-H vs Count,R1,BL3-H,Count,"8,877",Disabled,Disabled,"3,950,655.75",---,"3,646,314.00",---,Disabled,Disabled,31.87%,---,66.246269
Symbio.Counts.Apr.02.PlateE,Experiment,samples,B8,Default,Global,All Events,Global,Global,"22,650",Disabled,Disabled,0,0,---,---,Disabled,Disabled,---,---,169.029851
Symbio.Counts.Apr.02.PlateE,Experiment,samples,B8,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"13,270",Disabled,Disabled,"310,847.44","4,073,237.50","136,624.50","3,518,145.50",Disabled,Disabled,210.46%,43.03%,99.029851
Symbio.Counts.Apr.02.PlateE,Experiment,samples,B8,Default,BL3-H vs Count,R1,BL3-H,Count,"10,547",Disabled,Disabled,"3,662,202.00",---,"3,383,322.00",---,Disabled,Disabled,29.46%,---,78.708955
Symbio.Counts.Apr.02.PlateE,Experiment,samples,B9,Default,Global,All Events,Global,Global,"20,003",Disabled,Disabled,0,0,---,---,Disabled,Disabled,---,---,149.276119
Symbio.Counts.Apr.02.PlateE,Experiment,samples,B9,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"11,586",Disabled,Disabled,"240,701.70","4,432,820.50","129,775.00","4,286,843.00",Disabled,Disabled,215.33%,41.84%,86.462687
Symbio.Counts.Apr.02.PlateE,Experiment,samples,B9,Default,BL3-H vs Count,R1,BL3-H,Count,"8,484",Disabled,Disabled,"4,082,362.25",---,"3,943,895.00",---,Disabled,Disabled,30.25%,---,63.313433
Symbio.Counts.Apr.02.PlateE,Experiment,samples,B10,Default,Global,All Events,Global,Global,"44,267",Disabled,Disabled,0,0,---,---,Disabled,Disabled,---,---,330.350746
Symbio.Counts.Apr.02.PlateE,Experiment,samples,B10,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"20,103",Disabled,Disabled,"202,962.30","5,064,970.50","122,154.00","4,852,621.00",Disabled,Disabled,183.64%,38.93%,150.022388
Symbio.Counts.Apr.02.PlateE,Experiment,samples,B10,Default,BL3-H vs Count,R1,BL3-H,Count,"12,459",Disabled,Disabled,"4,238,365.00",---,"4,107,568.00",---,Disabled,Disabled,25.24%,---,92.977612
Symbio.Counts.Apr.02.PlateE,Experiment,samples,B11,Default,Global,All Events,Global,Global,"20,674",Disabled,Disabled,0,0,---,---,Disabled,Disabled,---,---,154.283582
Symbio.Counts.Apr.02.PlateE,Experiment,samples,B11,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"11,224",Disabled,Disabled,"385,227.63","5,528,593.50","183,549.00","6,092,082.00",Disabled,Disabled,175.36%,41.89%,83.761194
Symbio.Counts.Apr.02.PlateE,Experiment,samples,B11,Default,BL3-H vs Count,R1,BL3-H,Count,"4,972",Disabled,Disabled,"4,162,633.00",---,"3,938,050.00",---,Disabled,Disabled,27.65%,---,37.104478
Symbio.Counts.Apr.02.PlateE,Experiment,samples,B12,Default,Global,All Events,Global,Global,"15,104",Disabled,Disabled,0,0,---,---,Disabled,Disabled,---,---,112.716418
Symbio.Counts.Apr.02.PlateE,Experiment,samples,B12,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"7,578",Disabled,Disabled,"396,010.75","4,808,846.00","199,172.50","4,759,594.00",Disabled,Disabled,172.41%,44.97%,56.552239
Symbio.Counts.Apr.02.PlateE,Experiment,samples,B12,Default,BL3-H vs Count,R1,BL3-H,Count,"4,611",Disabled,Disabled,"4,033,426.25",---,"3,786,100.00",---,Disabled,Disabled,30.53%,---,34.410448
Symbio.Counts.Apr.02.PlateE,Experiment,samples,C1,Default,Global,All Events,Global,Global,"17,940",Disabled,Disabled,0,0,---,---,Disabled,Disabled,---,---,133.880597
Symbio.Counts.Apr.02.PlateE,Experiment,samples,C1,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"9,278",Disabled,Disabled,"288,983.38","4,575,815.50","138,886.00","4,052,773.00",Disabled,Disabled,202.41%,44.34%,69.238806
Symbio.Counts.Apr.02.PlateE,Experiment,samples,C1,Default,BL3-H vs Count,R1,BL3-H,Count,"6,320",Disabled,Disabled,"3,884,903.25",---,"3,733,369.00",---,Disabled,Disabled,27.05%,---,47.164179
Symbio.Counts.Apr.02.PlateE,Experiment,samples,C2,Default,Global,All Events,Global,Global,"21,340",Disabled,Disabled,0,0,---,---,Disabled,Disabled,---,---,158.074074
Symbio.Counts.Apr.02.PlateE,Experiment,samples,C2,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"9,867",Disabled,Disabled,"279,690.78","5,085,887.50","175,505.00","5,416,830.00",Disabled,Disabled,173.27%,42.68%,73.088889
Symbio.Counts.Apr.02.PlateE,Experiment,samples,C2,Default,BL3-H vs Count,R1,BL3-H,Count,"5,404",Disabled,Disabled,"4,150,040.25",---,"3,993,723.50",---,Disabled,Disabled,31.21%,---,40.02963
Symbio.Counts.Apr.02.PlateE,Experiment,samples,C3,Default,Global,All Events,Global,Global,"14,924",Disabled,Disabled,0,0,---,---,Disabled,Disabled,---,---,111.373134
Symbio.Counts.Apr.02.PlateE,Experiment,samples,C3,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"8,417",Disabled,Disabled,"319,094.16","3,794,753.00","142,603.00","3,308,835.00",Disabled,Disabled,202.82%,44.38%,62.813433
Symbio.Counts.Apr.02.PlateE,Experiment,samples,C3,Default,BL3-H vs Count,R1,BL3-H,Count,"6,715",Disabled,Disabled,"3,542,682.75",---,"3,271,687.00",---,Disabled,Disabled,29.56%,---,50.11194
Symbio.Counts.Apr.02.PlateE,Experiment,samples,C4,Default,Global,All Events,Global,Global,"28,216",Disabled,Disabled,0,0,---,---,Disabled,Disabled,---,---,210.567164
Symbio.Counts.Apr.02.PlateE,Experiment,samples,C4,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"16,662",Disabled,Disabled,"414,477.16","3,233,121.50","268,639.00","3,129,860.00",Disabled,Disabled,147.66%,46.05%,124.343284
Symbio.Counts.Apr.02.PlateE,Experiment,samples,C4,Default,BL3-H vs Count,R1,BL3-H,Count,"11,923",Disabled,Disabled,"3,740,364.75",---,"3,659,496.00",---,Disabled,Disabled,27.64%,---,88.977612
Symbio.Counts.Apr.02.PlateE,Experiment,samples,D1,Default,Global,All Events,Global,Global,"7,997",Disabled,Disabled,0,0,---,---,Disabled,Disabled,---,---,59.679104
Symbio.Counts.Apr.02.PlateE,Experiment,samples,D1,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"4,144",Disabled,Disabled,"850,891.31","5,582,495.00","460,637.00","5,749,907.00",Disabled,Disabled,124.76%,36.73%,30.925373
Symbio.Counts.Apr.02.PlateE,Experiment,samples,D1,Default,BL3-H vs Count,R1,BL3-H,Count,"2,574",Disabled,Disabled,"4,458,618.50",---,"4,628,853.50",---,Disabled,Disabled,26.72%,---,19.208955
Symbio.Counts.Apr.02.PlateE,Experiment,samples,D2,Default,Global,All Events,Global,Global,"20,556",Disabled,Disabled,0,0,---,---,Disabled,Disabled,---,---,152.266667
Symbio.Counts.Apr.02.PlateE,Experiment,samples,D2,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"17,270",Disabled,Disabled,"573,205.06","2,282,531.75","393,518.50","1,968,851.50",Disabled,Disabled,117.48%,56.29%,127.925926
Symbio.Counts.Apr.02.PlateE,Experiment,samples,D2,Default,BL3-H vs Count,R1,BL3-H,Count,"7,626",Disabled,Disabled,"3,246,570.00",---,"2,974,950.50",---,Disabled,Disabled,29.54%,---,56.488889
Symbio.Counts.Apr.02.PlateE,Experiment,samples,D3,Default,Global,All Events,Global,Global,"4,812",Disabled,Disabled,0,0,---,---,Disabled,Disabled,---,---,35.910448
Symbio.Counts.Apr.02.PlateE,Experiment,samples,D3,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"2,404",Disabled,Disabled,"1,086,409.50","1,811,988.50","562,063.00","1,376,831.00",Disabled,Disabled,121.50%,69.07%,17.940299
Symbio.Counts.Apr.02.PlateE,Experiment,samples,D3,Default,BL3-H vs Count,R1,BL3-H,Count,"1,049",Disabled,Disabled,"3,473,229.75",---,"3,202,862.00",---,Disabled,Disabled,30.81%,---,7.828358
Symbio.Counts.Apr.02.PlateE,Experiment,samples,D5,Default,Global,All Events,Global,Global,"6,118",Disabled,Disabled,0,0,---,---,Disabled,Disabled,---,---,45.656716
Symbio.Counts.Apr.02.PlateE,Experiment,samples,D5,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"2,783",Disabled,Disabled,"1,489,627.00","1,953,575.88","705,977.00","1,680,663.00",Disabled,Disabled,110.92%,57.20%,20.768657
Symbio.Counts.Apr.02.PlateE,Experiment,samples,D5,Default,BL3-H vs Count,R1,BL3-H,Count,"1,528",Disabled,Disabled,"3,387,439.50",---,"3,073,078.00",---,Disabled,Disabled,31.87%,---,11.402985
Symbio.Counts.Apr.02.PlateE,Experiment,samples,D6,Default,Global,All Events,Global,Global,"12,062",Disabled,Disabled,0,0,---,---,Disabled,Disabled,---,---,90.014925
Symbio.Counts.Apr.02.PlateE,Experiment,samples,D6,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"6,212",Disabled,Disabled,"564,410.75","2,178,005.50","265,512.00","1,849,312.00",Disabled,Disabled,162.33%,54.37%,46.358209
Symbio.Counts.Apr.02.PlateE,Experiment,samples,D6,Default,BL3-H vs Count,R1,BL3-H,Count,"2,515",Disabled,Disabled,"3,271,970.50",---,"2,925,454.00",---,Disabled,Disabled,31.76%,---,18.768657
Symbio.Counts.Apr.02.PlateE,Experiment,samples,D7,Default,Global,All Events,Global,Global,"3,409",Disabled,Disabled,0,0,---,---,Disabled,Disabled,---,---,25.440299
Symbio.Counts.Apr.02.PlateE,Experiment,samples,D7,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"1,512",Disabled,Disabled,"1,866,850.63","2,188,246.25","1,193,355.50","1,824,424.50",Disabled,Disabled,94.04%,63.82%,11.283582
Symbio.Counts.Apr.02.PlateE,Experiment,samples,D7,Default,BL3-H vs Count,R1,BL3-H,Count,"1,087",Disabled,Disabled,"3,540,249.00",---,"3,303,316.00",---,Disabled,Disabled,30.40%,---,8.11194
Symbio.Counts.Apr.02.PlateE,Experiment,samples,D8,Default,Global,All Events,Global,Global,"5,038",Disabled,Disabled,0,0,---,---,Disabled,Disabled,---,---,37.597015
Symbio.Counts.Apr.02.PlateE,Experiment,samples,D8,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"1,918",Disabled,Disabled,"657,322.19","1,636,249.63","254,260.00","1,490,331.50",Disabled,Disabled,158.33%,50.69%,14.313433
Symbio.Counts.Apr.02.PlateE,Experiment,samples,D8,Default,BL3-H vs Count,R1,BL3-H,Count,542,Disabled,Disabled,"2,774,106.75",---,"2,566,701.00",---,Disabled,Disabled,23.45%,---,4.044776
Symbio.Counts.Apr.02.PlateE,Experiment,samples,D9,Default,Global,All Events,Global,Global,"44,134",Disabled,Disabled,0,0,---,---,Disabled,Disabled,---,---,326.918519
Symbio.Counts.Apr.02.PlateE,Experiment,samples,D9,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"32,928",Disabled,Disabled,"577,464.75","3,252,374.75","392,184.50","2,870,181.50",Disabled,Disabled,126.08%,59.82%,243.911111
Symbio.Counts.Apr.02.PlateE,Experiment,samples,D9,Default,BL3-H vs Count,R1,BL3-H,Count,"19,347",Disabled,Disabled,"3,798,114.50",---,"3,632,970.00",---,Disabled,Disabled,30.06%,---,143.311111
Symbio.Counts.Apr.02.PlateE,Experiment,samples,D10,Default,Global,All Events,Global,Global,"136,878",Disabled,Disabled,0,0,---,---,Disabled,Disabled,---,---,"1,013.91"
Symbio.Counts.Apr.02.PlateE,Experiment,samples,D10,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"69,523",Disabled,Disabled,"358,921.75","3,046,385.75","157,964.00","2,255,213.00",Disabled,Disabled,200.22%,65.32%,514.985185
Symbio.Counts.Apr.02.PlateE,Experiment,samples,D10,Default,BL3-H vs Count,R1,BL3-H,Count,"33,001",Disabled,Disabled,"3,636,331.25",---,"3,176,306.00",---,Disabled,Disabled,35.49%,---,244.451852
Symbio.Counts.Apr.02.PlateE,Experiment,samples,D11,Default,Global,All Events,Global,Global,"18,974",Disabled,Disabled,0,0,---,---,Disabled,Disabled,---,---,140.548148
Symbio.Counts.Apr.02.PlateE,Experiment,samples,D11,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"14,348",Disabled,Disabled,"654,960.25","5,024,001.50","374,245.00","5,137,592.50",Disabled,Disabled,136.81%,38.66%,106.281481
Symbio.Counts.Apr.02.PlateE,Experiment,samples,D11,Default,BL3-H vs Count,R1,BL3-H,Count,"9,165",Disabled,Disabled,"4,633,338.00",---,"4,773,984.00",---,Disabled,Disabled,22.78%,---,67.888889
Symbio.Counts.Apr.02.PlateE,Experiment,samples,D12,Default,Global,All Events,Global,Global,"44,707",Disabled,Disabled,0,0,---,---,Disabled,Disabled,---,---,331.162963
Symbio.Counts.Apr.02.PlateE,Experiment,samples,D12,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"30,692",Disabled,Disabled,"1,064,415.75","3,926,302.25","401,870.50","3,898,990.00",Disabled,Disabled,133.07%,55.89%,227.348148
Symbio.Counts.Apr.02.PlateE,Experiment,samples,D12,Default,BL3-H vs Count,R1,BL3-H,Count,"16,960",Disabled,Disabled,"4,319,191.00",---,"4,412,091.00",---,Disabled,Disabled,26.97%,---,125.62963
Symbio.Counts.Apr.02.PlateE,Experiment,samples,E1,Default,Global,All Events,Global,Global,"41,784",Disabled,Disabled,0,0,---,---,Disabled,Disabled,---,---,311.820896
Symbio.Counts.Apr.02.PlateE,Experiment,samples,E1,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"25,504",Disabled,Disabled,"987,650.75","2,719,038.50","293,147.50","1,947,091.50",Disabled,Disabled,148.67%,69.86%,190.328358
Symbio.Counts.Apr.02.PlateE,Experiment,samples,E1,Default,BL3-H vs Count,R1,BL3-H,Count,"11,931",Disabled,Disabled,"3,945,334.00",---,"3,907,557.00",---,Disabled,Disabled,30.59%,---,89.037313
Symbio.Counts.Apr.02.PlateE,Experiment,samples,E2,Default,Global,All Events,Global,Global,"22,906",Disabled,Disabled,0,0,---,---,Disabled,Disabled,---,---,170.940299
